 accelerometer x,accelerometer y,accelerometer z,gyro x,gyro y,gyro z
-0.7794494629,0.7511138916,0.328918457,1.255772114,-0.7219733596,1.198319197
-1.083282471,0.9159698486,0.5569152832,1.059865117,-0.5507129431,-1.020433307
-0.8686828613,1.185913086,0.3988037109,0.1254580617,-1.107685089,-4.614536762
-0.5217437744,0.8132629395,0.3973846436,0.4719933569,-0.1072601452,-3.784027338
-0.3076171875,0.6594085693,0.2312927246,-0.468097955,0.9786666632,-1.491907835
-0.1219482422,0.7874298096,0.1135253906,-0.4255752563,0.4634451568,1.906555414
-0.712097168,1.282180786,0.3618927002,0.02574850619,-2.503931046,1.819150448
-0.8765563965,0.7849273682,0.6547698975,0.6405704021,1.194048285,2.637564421
-0.6304626465,0.4845428467,0.4190979004,-1.725742221,1.584469199,1.302756071
-0.5572509766,0.6190185547,0.2377319336,-1.066497207,0.4614336789,1.328584433
-0.7431640625,0.5892181396,0.2752380371,0.2976279557,-0.2573575079,1.19022584
-0.9602966309,0.7265472412,0.4432373047,0.3875783384,-0.1755867302,-0.3021689057
-0.9457855225,0.8673400879,0.4016265869,0.0378579013,-0.1805066615,-1.841136217
-0.5877532959,0.8597869873,0.1817169189,0.5786529779,-0.557079494,-2.936587334
-0.4479827881,0.7490234375,0.2581176758,1.49285841,-0.8715159893,-2.807983398
-0.3821105957,0.6649017334,0.3005371094,0.1322381943,0.09568870813,-0.6387048364
-0.4227600098,0.9411621094,0.2906494141,-0.5790532231,0.3942226768,0.5225470662
-0.6709747314,1.194198608,0.4208068848,-0.1558678895,-0.6353775263,2.303696632
-0.8251647949,0.8595733643,0.4169616699,-0.4435582757,0.7324795723,2.666180611
-0.7083587646,0.5245056152,0.387008667,-0.5139117837,1.197860003,1.307337284
-0.5061340332,0.6000366211,0.2597808838,-1.289875984,1.178759575,0.8267821074
-0.6700134277,0.6279296875,0.2297363281,0.5296555758,-0.5464116931,1.086071491
-0.9053192139,0.7058410645,0.3957366943,1.152513027,0.0237388853,0.1043216139
-0.8561706543,0.7869110107,0.3564147949,-0.1999701113,0.4000959992,-1.608800173
-0.5490570068,1.173339844,0.1441802979,0.3694480956,-2.098872662,-4.203158855
-0.5537719727,0.7870788574,0.3722076416,-0.06354488432,-0.39826563,-3.130004406
-0.3527374268,0.6540222168,0.1759643555,-0.5412587523,0.9215980768,-0.9595353603
-0.3525238037,0.810546875,0.2091827393,0.6114287376,-0.03428154066,0.7414565086
-0.5079040527,1.007949829,0.354888916,-0.2962633669,-0.4684833288,3.109722137
-0.7863616943,0.9343719482,0.4801483154,0.4105691612,0.2331421673,2.457565546
-0.7061309814,0.6496582031,0.3515472412,-1.105604887,0.3899858594,2.157417297
-0.6797485352,0.7338409424,0.2403717041,-0.5457786322,0.6367924213,1.390880823
-0.7269897461,0.6210327148,0.352645874,0.8605669141,-0.3507196605,0.6827468872
-1.016647339,1.031555176,0.4863128662,0.5103226304,-0.8152788281,-0.9210015535
-0.9275665283,0.9577484131,0.4236602783,-0.6849272251,-0.958117485,-2.873330593
-0.6854400635,1.058151245,0.2356872559,-1.023075938,0.1891928315,-3.642320633
-0.478805542,1.00340271,0.2657775879,-0.3012940586,1.044167876,-3.484955549
-0.2372131348,0.6870422363,0.201751709,-0.5888094902,1.028410554,-1.026058435
-0.1915283203,0.6236724854,0.1476898193,0.4931002557,-0.1974707246,1.753651381
-0.5892333984,1.147079468,0.4811248779,-0.5242486,-1.718415618,4.043813705
-1.207168579,1.075363159,0.630569458,-0.02863377519,0.5759440064,4.454272747
-0.8226470947,0.5604705811,0.3421630859,-1.266559482,1.216050267,-0.2079707682
-0.4662780762,0.6476135254,0.1754455566,0.7671341896,-1.178358197,0.165620923
-0.7259979248,0.6164245605,0.4438934326,1.125498772,-0.8828696012,1.186787963
-1.210662842,1.090332031,0.6480255127,0.2018849254,-0.7631029487,-0.7799719572
-0.8463287354,0.8764801025,0.4570617676,-0.85662359,0.409679383,-3.662807703
-0.5225219727,1.000335693,0.2032623291,-0.5265543461,-0.8658235073,-3.204062462
-0.4176177979,0.7461090088,0.1959228516,0.264857769,0.1441779435,-2.120536327
-0.4394073486,0.651763916,0.2378997803,0.01184547413,0.09228146076,-0.7618542314
-0.4369506836,0.7925720215,0.2409973145,0.06583813578,0.1693621278,0.3961372077
-0.4801177979,0.9673919678,0.4193878174,0.2425617725,0.1454488039,2.685361862
-0.8523101807,0.9074249268,0.5458984375,0.9028608799,-0.3039345741,3.277145147
-0.8833312988,0.6011199951,0.5799560547,-0.5903080106,0.4177706242,1.793112993
-0.6099853516,0.6675720215,0.2478790283,-0.6605907083,0.9955332875,0.7029903531
-0.6309967041,0.5863037109,0.3569030762,0.6122617722,-0.123844713,0.5730257034
-0.9857788086,0.9570007324,0.5195007324,0.4466611147,-1.296995163,-0.1378196478
-0.7959594727,0.7753295898,0.3384246826,-0.7604541779,0.2418331355,-2.19058156
-0.5775299072,1.023605347,0.1295623779,-0.3275664151,-1.610884666,-2.923628807
-0.5039672852,0.8559570313,0.2398529053,0.3464375734,-0.0570640862,-2.664372206
-0.4169769287,0.7221374512,0.239730835,-0.02596369013,0.5006926656,-1.325984955
-0.364151001,0.7861022949,0.3015594482,0.3029063344,0.5847822428,0.09195868671
-0.4676818848,0.9695587158,0.4414520264,-0.5552182198,0.4922312498,2.851933002
-0.8708343506,0.9188537598,0.4576568604,0.8965454698,-0.6981378198,2.659096003
-0.680267334,0.5547027588,0.4214477539,-0.8727743626,0.009809221141,1.481411099
-0.5883636475,0.6969451904,0.206741333,-0.4485926926,0.2695198953,1.269442558
-0.6978759766,0.5947418213,0.3689727783,1.104341507,-0.1616839767,0.7828963995
-0.8969116211,0.7476806641,0.516204834,-0.07916645706,0.07590062171,-0.5275426507
-0.8279571533,0.7512054443,0.3716430664,-0.1661239862,0.4428445399,-2.134887457
-0.60597229,1.013137817,0.2540130615,-0.3820248544,-0.9328352809,-2.890535831
-0.4781494141,0.797164917,0.2278442383,0.1096412763,0.1311905086,-2.285342216
-0.4656677246,0.6556396484,0.2684020996,0.3497699797,-0.001896969625,-1.022300124
-0.5340576172,0.793258667,0.4191741943,-0.549880147,0.2698535919,-0.5519888401
-0.5742950439,1.032745361,0.4462890625,-1.16546905,-0.2955927551,1.832872629
-0.8093109131,0.7198181152,0.4909667969,0.6707253456,-0.2665398121,2.915175915
-0.81690979,0.5139007568,0.5662078857,-1.058253646,0.4657312036,1.418794274
-0.5336608887,0.5675506592,0.2248077393,-1.159277201,1.398388028,1.095424175
-0.6920318604,0.5442810059,0.3318786621,0.9552532434,-0.5955661535,1.000519753
-0.8489685059,0.5953521729,0.5725708008,-0.3706526458,0.573009491,-0.02112525888
-0.7686462402,1.217681885,0.510848999,-0.1367200315,1.574440837,-0.3606069088
-0.3793334961,1.070709229,0.6240081787,-1.352890134,2.147503853,-1.63368392
-0.1106262207,0.9269256592,0.3658447266,0.2578914762,0.5337105393,0.1799785495
-0.1958618164,0.9758758545,0.5220947266,-1.854166031,1.478846669,0.6447616816
-0.4087982178,1.1302948,0.1964569092,-2.719307423,1.23012054,1.639146328
-0.4207000732,0.6763916016,0.1231079102,-2.303473473,1.849662304,1.815196991
-0.4370269775,0.9341430664,0.2134399414,-3.257460594,2.936632872,0.3983367383
-0.7561035156,1.15447998,0.1328277588,-3.759645939,2.278497219,3.10862422
-0.7390899658,0.5648651123,0.2078704834,0.3984232843,2.193557978,2.636232615
-0.7162017822,0.1610870361,0.3898620605,-0.1669599563,0.3085399866,1.722738147
-0.9552612305,0.7077636719,0.4653015137,-0.5238416791,0.4936499298,1.366668701
-0.9091949463,0.6692047119,0.4808044434,0.4643341303,1.368632078,0.08625179529
-0.9015197754,0.8694763184,0.5990600586,0.3441890776,0.2614699602,-0.7177426815
-0.7893829346,1.028518677,0.5043182373,-0.9211922288,1.152063251,-2.018655777
-0.3977966309,0.5540924072,0.2210540771,0.2820577919,-0.10250853,-2.242227316
-0.3037567139,0.4774627686,0.2597808838,0.05008527264,-0.07641035318,-0.9867544174
-0.5104675293,0.6901245117,0.297454834,-0.3995212913,-0.191127345,0.9271358252
-0.6648864746,0.8529510498,0.314163208,0.02164084651,0.4207791686,1.354502082
-0.8149108887,1.23147583,0.5623779297,0.2893191576,-0.2661914825,1.598238826
-0.6428985596,0.6345214844,0.2469787598,0.2470175177,0.3757552505,1.973393321
-0.5567169189,0.5374603271,0.4227600098,-0.1758956611,-0.04431553185,0.4081677794
-0.5402679443,0.5731658936,0.2671203613,-1.540295362,1.410912633,0.3287049234
-0.5918426514,0.5688171387,0.3576965332,-0.3498688042,1.156923294,0.2021634877
-0.6570587158,0.6995544434,0.4596405029,0.7370148897,0.05206719413,0.02534663491
-0.8112640381,1.003540039,0.5252227783,-0.4150339365,0.2955738604,-0.6108998656
-0.8510284424,0.9546966553,0.3989257813,-0.04527107626,-0.9018608332,-1.452688813
-0.5037078857,0.7041931152,0.1077270508,-0.3555493057,-0.4210678637,-2.048038244
-0.2884979248,0.5524902344,0.1172027588,1.190302491,0.05287013948,-1.735407591
-0.4025726318,0.788192749,0.27734375,2.360493183,-0.4083313048,2.052238464
-0.598526001,0.9212646484,0.2701873779,-0.0996972993,-0.2755807042,0.5897535682
-0.4257659912,1.123779297,0.1956634521,-1.613413334,0.9802216887,1.849221587
-0.7060089111,0.8067169189,0.3447265625,0.5529150963,0.1163931862,-0.02603026852
-0.502166748,0.5326690674,0.299911499,-1.69930923,1.340541244,0.04392910749
-0.481842041,0.6300964355,0.2102203369,-0.1186968237,0.6218172312,0.5016024113
-0.6324310303,0.7441558838,0.4528656006,0.5978655219,-0.1206683591,0.614697516
-0.7912597656,0.9480895996,0.3972320557,-0.277107507,-0.4410035014,0.1935225874
-0.7945098877,0.6934204102,0.3278198242,-0.1955527216,-0.8159393072,-0.5699105859
-0.5459289551,0.7120513916,0.1407012939,-0.1862292588,-0.5300148726,-1.538257003
-0.4450836182,0.7705688477,0.2172546387,0.1570303589,-0.0533252731,-2.054924726
-0.4039764404,0.6861572266,0.1677856445,-0.1410447359,-0.01252671052,-0.6409746408
-0.5558929443,0.9882049561,0.3071594238,0.08445629478,0.2337677479,0.5559250116
-0.4716949463,0.9013977051,0.3564300537,-0.2294568866,0.4349671602,1.81589365
-0.6678009033,0.746673584,0.5314331055,0.02901780233,0.4205256402,0.8311368823
-0.4660339355,0.5194091797,0.2722015381,-1.76534605,1.408755183,0.7476449013
-0.4817047119,0.613494873,0.2098236084,-0.5287889838,0.1456077993,0.9236588478
-0.6584014893,0.652053833,0.3275909424,0.4056593478,-0.1494528651,1.289855719
-0.8687896729,0.7831573486,0.4145202637,0.3287427425,-0.7676716447,0.2020825297
-1.043197632,0.9148101807,0.4391174316,-0.2527811229,-1.00954473,-1.160140872
-0.6364746094,0.8535614014,0.1948699951,-0.7304571271,0.3758857548,-3.454065561
-0.4247589111,0.8452911377,0.2471466064,0.761265099,0.4797058702,-3.237552643
-0.4125823975,0.8230438232,0.2602539063,-0.9244117141,0.2215925753,-0.9871608615
-0.3519134521,0.6750946045,0.3050537109,-0.1984640956,0.7264621258,1.127581835
-0.4694671631,0.5423431396,0.4113616943,0.3865573108,-0.8877133727,4.292006016
-0.9277038574,0.835357666,0.609085083,0.1021354198,-0.5641462207,2.763909817
-0.7909240723,0.6979980469,0.3060302734,-1.171373844,0.3434159458,0.5173440576
-0.5884552002,0.5682373047,0.2181091309,0.3568979502,-0.1691477448,0.1251872182
-0.6787719727,0.6033325195,0.3043823242,0.9943106174,-0.5309551954,0.137904346
-1.072235107,1.40914917,0.4917907715,0.8400749564,-0.3297962844,-0.8748553395
-0.8820648193,0.9820556641,0.4101867676,0.01489266288,-0.7440773249,-3.177536488
-0.5931243896,0.9278106689,0.299331665,-1.021135092,0.4157596529,-3.518266439
-0.3271942139,0.6974029541,0.1815795898,-0.1515269428,0.8813347816,-2.567446709
-0.3125762939,0.5172119141,0.1722412109,0.2858863473,-0.6597629786,0.06090968847
-0.5323638916,0.7953491211,0.3101348877,0.97099334,-0.5591474175,2.553440809
-0.7805786133,0.9087677002,0.4769287109,0.04130030051,0.07389499992,4.277979374
-0.8605804443,0.7038421631,0.4206848145,0.2547475994,0.5323605537,1.77441895
-0.643081665,0.6817169189,0.311340332,-0.8988392353,0.4652363956,0.3262028694
-0.6077575684,0.6235656738,0.2005615234,0.3164780736,-0.09967492521,0.9980300069
-0.7826538086,0.6705932617,0.4045562744,1.002525687,-0.6391503811,0.3304024041
-0.9797515869,0.9339447021,0.4945983887,0.1064611971,-0.2478686571,-0.9130855203
-0.8043670654,1.146957397,0.3123626709,-1.12464416,0.2916403711,-3.496875525
-0.5571136475,0.8511962891,0.2536773682,0.2594651282,0.2222138941,-3.378279686
-0.3330841064,0.6592559814,0.2151489258,-0.04426892847,0.2016012967,-1.772800803
-0.330581665,0.727142334,0.1779632568,0.03032887727,0.0127032781,0.4515488148
-0.6627502441,1.176574707,0.4853057861,-0.1959284991,-0.7107720971,1.970575094
-0.918548584,0.9182281494,0.5006103516,0.2392871529,0.3203897178,3.109551191
-0.7125244141,0.493560791,0.4617614746,-0.3784354627,0.05857622623,1.379572034
-0.6328430176,0.6295623779,0.2848358154,-0.7207038403,0.6351522207,0.994807601
-0.7017974854,0.6533966064,0.3166809082,0.4590291083,-0.3510858417,0.7093009949
-0.8950195313,0.7557830811,0.4535217285,0.2260184884,0.08461421728,-0.02753096074
-0.8441467285,0.6368408203,0.402557373,0.353248328,-0.7232234478,-1.827856064
-0.6903533936,0.9343109131,0.3172302246,-0.3072448969,-0.5049862266,-2.961271763
-0.5031890869,0.8133544922,0.2779388428,-0.3695418239,0.8367124796,-2.497714758
-0.3721618652,0.6438598633,0.1798400879,-0.2741569877,0.239608869,-0.709484756
-0.4649047852,0.7738342285,0.2753295898,0.49567765,-0.4334206879,0.8202938437
-0.5213470459,0.8475036621,0.395401001,-0.1781521589,-0.4896559715,3.027729273
-0.9268035889,0.9230041504,0.4988098145,0.6411549449,-0.1688457429,2.123271465
-0.6765441895,0.5141448975,0.3862762451,-0.8759405613,0.5824591517,0.7500249743
-0.5679626465,0.5971679688,0.2326812744,-0.1990617067,0.1816182584,0.6247797012
-0.6865234375,0.6093597412,0.36378479,0.5456068516,-0.2255713344,0.5040274858
-0.998840332,1.103286743,0.4877166748,0.1329857409,-0.1059123203,-0.5711503029
-0.8695831299,0.7516784668,0.44140625,-0.7654044628,0.2882291377,-2.099953651
-0.5769195557,0.8403625488,0.1577606201,-0.3092257679,0.06344901025,-2.628588676
-0.3847808838,0.6634979248,0.2041015625,0.8798474073,-0.1635758877,-2.001090288
-0.3683929443,0.5667724609,0.2228851318,0.6778245568,-0.5338069201,-0.1046228185
-0.649307251,0.8815307617,0.4083862305,0.3491981924,-0.4030896723,1.176212549
-0.690612793,1.030456543,0.4319458008,-1.026678205,0.6746926904,2.448120594
-0.871307373,0.8023071289,0.3822784424,0.9305061102,-0.1562476605,1.150189757
-0.614440918,0.4676971436,0.4123077393,-1.258564949,1.068873286,-0.07463775575
-0.4224395752,0.6112365723,0.1396026611,-0.9821019173,1.078006864,0.6117408872
-0.6500549316,0.6761474609,0.3100128174,1.421414495,-0.6702073812,1.158044219
-0.7604675293,0.5413818359,0.5130462646,1.062065959,-0.05356069654,0.4305372834
-0.8986358643,1.071090698,0.3445739746,-0.7954494357,0.9903994799,-0.5197923183
-0.3453063965,1.138412476,0.2557830811,-2.06524229,1.750904799,-4.041618824
-0.02452087402,0.6373901367,0.1963806152,0.2172148675,-0.1887834966,0.1640081108
-0.4382324219,0.9368591309,0.3355865479,-0.8822120428,0.4333335757,1.014151454
-0.3635864258,0.8398132324,0.1632843018,-1.514314651,0.5331912041,2.20947504
-0.5573883057,0.8695831299,0.1794281006,-0.5668908358,-0.6112564802,2.591223478
-0.7020568848,0.6979217529,0.2305145264,-1.845747948,0.8005661964,3.211352825
-0.4838104248,0.7872619629,0.3268280029,-0.4627071917,4.841056824,-0.5797051787
-0.320526123,0.4443206787,0.2721710205,-1.221236706,1.118687153,0.2765575647
-0.4762878418,0.5771179199,0.2100982666,-0.2372128218,0.9776991606,1.791886568
-0.8571014404,0.7967681885,0.5567474365,1.255800009,0.9411046505,1.86051631
-1.011581421,1.131408691,0.5957794189,0.1314456463,1.171922445,-0.2347288877
-0.9231262207,0.9586639404,0.608215332,-2.379389763,2.450209141,-3.021154404
-0.5386199951,1.012619019,0.3231811523,-0.335098356,0.6010879874,-3.493481159
-0.3052978516,0.6021575928,0.3304901123,-0.9709935784,0.2948449552,-1.641406894
-0.3455963135,0.5640869141,0.2021942139,-0.9627891779,0.2179565579,0.2939394712
-0.4206237793,0.8284301758,0.2356872559,-0.7202492356,-0.0230355449,2.001729488
-0.8453674316,1.337692261,0.5462646484,0.07518609613,-0.8794383407,2.97327733
-0.998916626,0.746307373,0.39793396,-1.321313262,1.295155168,3.195361376
-0.7595367432,0.6355285645,0.3606719971,-1.286115527,1.928407431,-0.5825409293
-0.4093933105,0.6576538086,0.1759338379,-1.702285409,1.707280636,-0.5244792104
-0.3395080566,0.4825744629,0.1272888184,-0.2894027829,0.1674707532,0.7056330442
-0.7061004639,0.6972961426,0.5775756836,0.7136350274,-0.09599497169,1.788717747
-0.9174499512,1.083145142,0.7137908936,1.828117847,-2.967873335,-1.467638254
-0.7998809814,0.9183959961,0.5322723389,-2.194514751,-0.1354552954,-2.066839933
-0.450958252,0.7299346924,0.1666259766,-1.152253866,2.120342016,-1.752992511
-0.3909606934,0.6232910156,0.2007598877,0.3810522854,-0.7571148276,-1.080371976
-0.3939819336,0.7624664307,0.3035125732,-0.5102273226,0.7279955745,0.2503643036
-0.7144622803,1.295959473,0.5262298584,-0.2844570279,0.01991804875,1.313839912
-0.7064208984,0.6176757813,0.4105834961,0.8768740296,0.3264620006,2.423329115
-0.5631408691,0.5453643799,0.4844665527,-0.4211456478,0.2602566183,1.207697749
-0.6089477539,0.6563262939,0.2786407471,-1.345524311,0.8088486195,1.03678751
-0.6494903564,0.6078338623,0.2706604004,0.2462768853,0.490873307,0.5632862449
-0.7075195313,0.6844329834,0.4435882568,0.6070382595,0.41041255,0.1185301095
-0.8229522705,0.655670166,0.5629272461,1.212542295,-1.387696028,-0.1861328483
-0.7869415283,1.069122314,0.4644165039,-2.019246101,0.1013918668,-3.167008162
-0.5398254395,0.8017120361,0.3251647949,-0.4316403568,0.9119510651,-2.577707052
-0.3597564697,0.592010498,0.2834777832,0.152272895,-0.1564255655,-1.267014623
-0.3595275879,0.7093658447,0.24659729,0.09496885538,-0.2247931659,0.5915522575
-0.6958007813,1.215606689,0.6019897461,0.8447464108,-1.281838775,2.09804368
-0.7461090088,0.8004150391,0.5509033203,1.051693797,1.083144665,3.269124985
-0.6501159668,0.5893859863,0.4869995117,-0.06627782434,0.09987519681,1.035216808
-0.5537719727,0.6296081543,0.3242797852,-1.591575861,1.383364081,0.2429878861
-0.6234893799,0.5807495117,0.4288787842,0.5687928796,0.7462102771,0.268892169
-0.572769165,0.5668182373,0.6655883789,0.9826145768,-1.069350243,-0.77678895
-0.859161377,0.8827819824,0.5770721436,-0.4063067734,-1.138130903,0.7088922262
-0.7587738037,0.8836975098,0.2689819336,-2.060805798,1.339437962,-1.466839075
-0.5487213135,0.8556060791,0.1637420654,0.7833381891,0.8185417056,-2.816442728
-0.43019104,0.6950378418,0.2642669678,0.9019863009,0.3990134299,-1.598742485
-0.3874816895,0.6844177246,0.3184051514,0.5773272514,0.5360943079,-0.2570408583
-0.5908203125,0.9711914063,0.5980377197,0.1509615481,-0.2400924861,1.221859336
-0.7478027344,0.7576904297,0.5083770752,-1.65156281,2.219589949,4.007634163
-0.7470245361,0.6049194336,0.3576965332,-0.645303607,0.05347973481,0.8757181764
-0.5703887939,0.6508789063,0.2097167969,-0.873673439,0.8298047781,0.2423804104
-0.574432373,0.6468200684,0.2498779297,0.3813558817,-0.6891959906,0.4478009343
-0.7681427002,0.6881866455,0.4364013672,0.6176086068,-0.3339260519,0.7742272615
-1.033004761,0.9689025879,0.3875732422,0.6490618587,0.2534895241,0.2977201045
0.03723144531,-0.3668365479,-1.015441895,-0.08277930319,-0.2159195095,-0.4639636576
0.133102417,-0.4108886719,-1.022171021,0.797072649,0.0658224225,0.06552654505
-0.01383972168,-0.1728363037,-1.035079956,0.9421043992,0.8405402303,0.2858996689
-0.07933044434,-0.3501434326,-0.8376312256,-0.3498799801,-0.348244518,-0.7407883406
0.01765441895,-0.3457336426,-0.8599395752,0.10952463,-0.3202392459,0.0974522531
-0.07032775879,-0.424987793,-0.7618560791,-0.1335620582,0.2899556458,0.2368450314
-0.07281494141,-0.4351348877,-0.9882965088,0.02099849284,-0.4347373545,0.4516753256
0.02290344238,-0.4901885986,-0.7629547119,-0.2041027993,-0.266821295,0.06477287412
-0.141784668,-0.2421875,-1.119277954,-0.1276852638,0.2166047394,-0.8527870774
-0.1600646973,-0.3119659424,-0.7060546875,-0.07170587778,0.9124115109,-0.5782045126
-0.03930664063,-0.1504211426,-1.009460449,-0.9279574156,0.0003390203929,-0.5201941729
0.05926513672,-0.2678833008,-0.955291748,0.3255653083,-0.1083749458,-0.6942280531