bmi160_accelerometer.x,bmi160_accelerometer.y,bmi160_accelerometer.z,bmi160_gyroscope.x,bmi160_gyroscope.y,bmi160_gyroscope.z
0.2425422,4.330426,11.535427,0.6677871,0.16098794,0.7442197
0.82404464,2.9656024,12.261257,-1.1687273,0.2589922,1.1522157
0.4874799,1.9121908,12.213347,-0.3644533,0.521047,1.2864388
0.08444062,1.9361455,11.277314,-0.19081533,0.18335849,1.112801
0.77134407,1.7013886,9.453157,0.075500555,0.5732449,1.2395673
0.6749261,2.352959,7.323577,0.063782655,0.28881958,1.0339714
0.8144627,1.9601003,6.5258822,0.29494485,0.30692905,0.6163881
0.86716324,2.6014898,7.2469215,0.2960101,0.07363634,0.62917125
1.31392,3.4776359,7.0942097,0.33222905,0.0033289485,0.5322323
2.375117,4.167534,8.364412,0.2725743,-0.29494485,0.3969438
2.797919,3.7842572,8.5219145,-0.2675143,-0.29494485,-0.03555317
2.9464386,2.429614,8.417112,-0.4304996,-0.25872588,-0.17616795
2.278699,2.4433882,7.309204,-0.46458805,-0.027563693,-0.2241048
4.075308,0.46651945,10.637721,-1.4009547,-0.7998797,-0.5894902
4.7574205,-1.061197,14.109368,-0.9503482,-0.5974797,-0.97191983
6.183928,-1.2719991,14.639368,-0.79375446,-1.156743,-1.2467577
4.795748,-0.36231613,12.380432,-0.16631427,-0.063782655,-1.6504927
3.1674216,0.5665307,8.412322,-0.6286386,0.34421328,-1.5844463
2.3990717,0.6288131,7.4571247,-0.49335018,-0.058456335,-1.7538233
2.6008909,0.5186211,7.657746,-0.17377111,-0.104262665,-1.7154738
2.1924617,0.8539881,7.43317,-0.35167012,-0.1031974,-1.5674021
1.740914,1.4576486,7.0175543,-0.3580617,-0.15965638,-1.2712588
1.9283602,1.208519,7.829622,-0.2004027,-0.4888228,-1.0038778
2.278699,1.7157615,8.087135,-0.22809955,-0.404667,-0.6097302
2.787738,1.8163716,8.927949,-0.30692905,-0.25446483,-0.5277049
3.8303702,1.5337051,10.389191,-0.17270584,-0.0030626326,-0.5639239
2.485309,1.4857956,10.991055,0.06697845,0.9215861,-0.58735967
4.175918,0.39465508,14.037504,-0.47524068,-0.21505007,-0.8685892
3.215331,0.32279074,12.738556,0.037151065,0.42730382,-0.7056039
2.5284276,0.42819178,10.202942,0.19800586,0.28668904,-0.592686
2.2020435,0.87315196,8.40274,0.6262418,0.025699483,-0.46911544
1.3666205,1.3857844,6.6594305,0.38868803,0.21425113,-0.48615965
0.9725643,1.5001684,6.220459,-0.029960537,0.025699483,-0.455267
0.1658869,2.0655015,6.3013062,-0.41452068,0.07363634,-0.42224383
-0.108395405,1.9648913,7.437961,-0.8214513,-0.20759323,-0.35619748
-0.8623723,2.439196,7.5906725,-0.8949545,0.041678436,-0.17723322
0.42998838,1.0408354,10.890445,-1.325321,-0.10958899,0.25206798
2.4906988,0.643186,12.900849,-0.6861629,-0.105327934,0.74102396
4.0178165,-0.36231613,14.949583,-0.90560716,-0.31305432,0.27656904
6.1360183,-3.4596698,13.990193,0.1351553,0.32184273,0.37350804
5.5694876,-0.055694874,10.384399,1.6510253,-0.67204815,-0.29654273
3.8255792,0.35153648,8.875248,0.3545996,-0.001997369,-1.0645977
2.8506196,1.1845641,6.812142,-0.145009,0.3612575,-0.9953556
2.1062245,0.8156604,6.8504696,0.14580795,-0.12024162,-1.2222568
1.5876034,0.95938915,7.0031815,0.0595216,0.033156328,-1.0976208
1.2995471,0.93543434,6.8792157,-0.13968268,0.20359848,-0.908004
1.4576486,1.7349254,7.5858817,-0.0139815835,0.059787914,-0.74501866
1.9044055,1.2995471,9.9214735,-0.3580617,-0.030759484,-0.7791071
2.053524,1.7349254,10.819179,0.033955276,0.0864195,-0.2858901
2.2319872,2.228394,13.202081,-0.6595313,0.24833956,-0.2741722
2.7170715,0.17427106,11.979788,0.35353434,0.25153536,-0.32210904
1.4875922,1.543886,9.778343,0.5197154,-0.1884185,-0.5980123
1.9630947,0.35632744,10.780851,-0.47524068,-0.11385004,-0.8142608
1.5307108,0.5910843,8.001497,0.1351553,0.17483638,-0.5415533
1.0839541,1.2612195,6.330052,0.28322694,-0.11171951,-0.58309865
1.1701913,1.2612195,5.976719,-0.11518162,0.14713952,-0.6768418
1.8714676,0.40902796,7.381068,-0.5508744,1.4968284,-0.9335703
3.3225288,-1.5013661,11.416252,-1.0898978,0.53809124,-1.3341094
3.1159186,-0.43358162,12.247483,1.3442295,1.2187946,-1.1775156
5.0370927,-3.555489,19.023693,-1.3594095,-1.5402379,-2.99379
2.2128234,-0.041322004,11.679155,1.112002,-0.043542646,-2.1841898
2.8566082,0.89231575,8.808773,0.7657913,-1.0736525,-2.966093
2.236778,0.753378,6.9846168,0.45260385,-0.84675133,-3.276085
2.2565408,-0.08444062,6.316278,0.11278477,-0.9820398,-3.536009
2.535015,-0.36171725,7.8110566,0.021172112,-0.83609873,-3.4880722
2.3667328,0.25092638,8.780027,-0.43902174,-0.5388902,-2.6901898
2.6841338,0.6677396,10.1460495,-0.4102596,-0.4270375,-2.1373181
2.1936595,1.1079088,10.958117,-1.3444958,0.23662166,-1.8294569
-0.67911816,1.7828349,10.446682,-1.1527483,0.29840696,-2.0222697
0.7905079,-1.7121683,12.366658,-0.25792694,-0.0914795,-2.8648932
-0.2563162,-0.18984167,8.827937,0.20972376,-0.2842922,-1.9892465
-0.11737845,0.404237,9.147734,-0.33356065,-0.6347639,-1.4065473
-0.49646294,0.8396152,7.161283,-0.37297538,-0.6752439,-1.1657977
-0.11198862,1.1174908,7.304413,0.3716438,-0.87870926,-0.8994819
0.6419883,1.5486768,8.699181,-0.08215845,-0.821185,-0.16445005
0.85818017,1.2181008,11.138975,-0.6850976,0.55620074,0.28509116
0.987536,0.7629599,11.736049,-0.51359016,0.8491482,0.8145271
2.7601902,-1.7840327,15.155594,-0.8352998,-0.033955276,0.18069533
2.1116142,-1.7936145,12.662499,-0.13222584,-0.07017423,-0.3849596
2.7841449,-2.7368343,11.16293,0.63582915,-0.033955276,-0.19747323
2.0104053,0.8396152,7.643373,1.7223979,-0.59002286,-0.4403533
1.2228918,1.3953662,6.9654527,0.9266461,-0.78283554,-1.0166609
0.7042707,1.6343153,6.091702,0.41958067,-0.17883112,-1.029444
0.46412396,1.773253,6.3108883,0.46858278,-0.15113427,-1.1434273
1.3145188,2.1229928,8.3171015,0.1181111,0.07044055,-0.7471492
1.4678295,3.0614216,10.422728,-0.17590164,1.014264,-0.15060163
-0.0886327,4.253771,10.957518,-0.26431853,1.1463567,-0.19001637
-1.1983382,2.7068908,12.963132,0.035020538,0.65846604,0.12956268
-0.891118,0.36111838,13.216454,0.66246074,0.3079943,0.45979437
-1.3522476,1.1414455,10.647304,0.8882966,0.37084487,0.66752076
-1.0498185,1.9601003,7.7385936,-0.12796478,-0.09041424,0.74102396
-0.84320843,1.203728,6.7929783,-0.08855003,-0.7839008,0.5546028
-0.5066437,0.87794286,8.40274,-0.102398455,-0.22037639,0.8123966
-1.1648015,0.98334396,8.163791,0.009454214,0.14074795,0.862464
-1.2468466,2.003219,7.781712,0.5559344,-0.14154689,0.92531455
-0.65576226,3.0566306,9.591496,0.28535748,0.016112112,0.56525546
0.89051914,2.5008795,11.582738,0.2555301,-0.22996376,0.36072487
1.5630498,2.678145,12.924805,9.321056E-4,-0.23848587,0.30639642
2.4517722,1.7876259,13.53146,0.1266332,-0.07976161,0.21265323
1.3899764,1.5816147,11.50189,0.24700798,0.81612504,0.25632903
0.9863383,2.0798743,10.4035635,0.327968,-0.13302478,0.40546593
0.42459857,2.7452185,7.5044355,0.11704583,0.41452068,0.58016914
0.04970618,2.582326,5.871318,-0.05233107,0.40386802,0.47577333
0.15570611,2.6973088,6.21986,0.3577954,0.35593116,0.48429543
-0.11318636,2.214021,6.033612,0.11171951,0.65207446,0.57803863
-0.03593218,2.443987,7.3756785,0.3748396,0.10133319,0.6984134
-0.5545533,2.1613204,9.210016,0.20120165,-0.016911058,0.61212707
-0.5737171,2.8314557,9.415428,-0.4720449,-0.21611534,0.72930604
-0.5737171,0.6623498,10.064603,-1.5362432,-0.89575344,1.2885695
2.370925,0.24613541,9.863982,-0.6478134,-2.312554,1.4856431
6.2132726,-1.061197,14.878317,-1.2219905,-2.1240022,1.9841865
5.8916793,-0.16109593,11.855224,-0.5721797,-0.34075117,1.9745991
3.8597147,0.5719205,8.736909,0.66565657,-0.0030626326,1.4707295
3.1680205,0.643186,6.540255,1.0768483,0.27177536,1.4962958
3.2692294,0.97376204,7.409215,0.8158587,0.111985825,0.90294397
3.609986,0.5048471,9.314818,0.7615303,0.05552686,0.6366281
4.0184155,0.48568326,10.881461,0.54315126,0.123703726,0.40227014
5.953962,-0.7593667,14.133324,-0.8310387,-0.073370025,0.6046702
5.3341317,-2.2679193,12.47146,0.26724797,1.1964241,0.3394196
5.0556574,-0.3096156,10.542501,1.1556778,0.322908,0.88270396
2.563162,1.0983269,7.8008757,0.8020103,0.63822603,0.4821649
2.3900888,0.9881349,6.6833854,0.4004059,0.21957745,0.60040915
2.3948796,1.3714114,7.027735,0.5655218,0.9929588,0.40546593
1.9966314,0.8444062,6.8510685,0.2810964,1.0419608,0.30000484
2.025377,0.90189767,7.853576,0.8914924,0.59561545,0.17963006
1.6271288,1.208519,8.5746155,0.9234503,0.7202513,0.118910044
1.0025078,1.883445,9.243553,0.53356385,0.81399447,0.20626165
-0.28925404,2.554179,10.608975,-0.009720529,0.91199875,0.11251846
-1.4133323,1.3714114,11.015009,-0.5508744,0.85873556,0.70906603
-1.5959876,1.6391062,11.640828,-0.5125249,-0.13302478,1.0307757
0.32039526,0.3036269,12.724782,-0.3079943,-0.546347,1.0265145
0.07066662,1.5247221,8.55126,-0.016112112,0.15885742,1.2832431
0.37848562,1.3905753,6.607329,0.106393196,0.16418374,1.1660641
-0.020361567,1.9217727,6.688775,0.75833446,-0.29494485,0.8944219
-0.2605083,1.5486768,7.5768986,0.67204815,-0.17670059,0.7772429
-0.6587566,1.9361455,9.143541,0.76792186,-0.20972376,0.745285
0.7437961,2.1373658,12.342703,0.39401436,-0.86912185,0.52264494
1.0941348,1.8211626,13.851854,-0.43795645,-0.27044377,0.34581116
1.7379197,0.2030168,13.369764,-0.44328278,0.17483638,0.33302802
0.58509564,0.98334396,8.565633,0.5122586,0.30160272,1.1958915
1.7906202,2.0511284,9.625631,0.699745,-0.57617444,1.2448936
1.0558071,1.6540779,8.283565,0.21185428,0.5721797,1.2129357
0.4737059,1.7588801,6.6025376,-0.009720529,0.71599025,1.2001525
0.62282443,1.773253,7.309204,0.3290333,0.42304277,1.0797777
0.2958416,2.45836,8.354831,-0.1332911,0.51145965,0.87844294
0.75697124,1.6918067,9.787926,0.1585911,0.2206427,0.6813692
1.4342928,2.0990381,11.158139,0.39934066,0.20679428,0.7356976
1.0162817,1.7492982,12.222929,0.6581997,0.6446176,0.41931435
0.40124264,1.1654003,12.270839,-0.14074795,0.36232275,0.64088917
-0.34794325,1.1366546,11.941461,-0.11944267,0.6765755,0.87631243
-0.12696037,0.58090353,10.804806,-0.02463422,0.6478134,1.1447588
-0.42459857,0.73900515,9.314818,-0.123703726,0.7948198,1.6603464
-0.39106187,0.24613541,6.912752,0.10745846,0.7468829,1.4472936
-0.079050794,-0.0077853054,6.588165,0.3812312,-0.023302639,1.3152009
-0.698282,1.6055695,6.941498,0.082957394,0.18761954,1.4632726
-0.86177343,1.4720216,8.168582,-0.020373166,0.35593116,1.2161314
-1.1839653,1.6055695,9.701688,-0.43263015,0.23129535,1.6805863
-0.9390276,1.9792641,12.413969,-0.9567398,0.5945502,0.9263798
0.5503612,-1.6498859,15.159786,-1.6342474,0.5274386,0.31385326
1.52053,-3.0195007,14.968746,-0.44221753,0.755405,0.7037397
2.3331962,-0.0125762625,12.04207,0.7839008,-0.19267954,0.43529332
1.7091739,0.62462103,10.165214,0.67098284,0.14607427,-0.40519962
0.41681325,0.8875248,6.922933,0.12876374,0.3814975,-0.34554484
-0.5389827,1.4384849,5.595239,0.049934227,-0.085087925,-0.19214691
-0.39465508,1.0791631,6.698357,0.2491385,-0.35673013,-0.29334694
-0.16409028,0.8539881,6.578583,0.84035975,0.07257108,-0.16125427
-0.22158177,1.3618295,8.412921,0.25339955,-0.38762277,0.067777395
-1.033649,2.2379758,9.864581,-0.02463422,-0.18415743,0.3042659
-0.24074559,1.6061684,11.616873,-0.25792694,-0.13409005,0.4438154
-0.19762698,1.2851743,13.866227,-0.05552686,-0.025433166,0.32876694
-0.019762699,-0.11318636,13.732679,-0.17483638,0.14394373,0.40759647
-0.29344612,1.2276827,11.545608,0.22250693,0.23449114,0.6611292
0.6192312,0.15989819,11.058127,-0.719186,0.1098553,0.37350804
0.4078302,0.6054572,7.385859,-0.1098553,0.18548901,0.42570594
0.5132313,0.5862934,6.2827415,-0.04700475,-0.25659534,0.3969438
0.41262117,1.088745,5.7862782,0.25446483,-0.2406164,0.3245059
0.1676835,1.5199311,6.2587867,0.037151065,0.15992269,0.24354587
-0.6821125,1.5726317,7.4720964,-0.16737953,0.31864694,0.19560902
-0.78811246,1.0935359,10.284987,0.2288985,0.08215845,0.4001396
-0.8755474,1.9217727,13.871018,-0.5242428,0.18442374,0.25952482
-0.15510723,-0.01736722,15.799977,-1.3807147,0.14607427,0.04008054
-0.12636149,-2.4541678,14.868735,0.1468732,0.34101748,-0.030226853
1.3480556,-0.6348018,12.973313,0.8329029,-0.59002286,0.155129
0.49346858,0.80607855,9.52023,-0.050200544,1.1900325,-0.8909598
-0.84680164,0.61024815,6.077329,-1.0984199,0.9098682,-0.84302294
-0.44316354,0.404237,5.5946403,-0.7586008,1.0558093,-0.9506145
-1.5911967,-0.39525396,5.422765,-0.22809955,0.67764074,-1.0060083
-0.42879066,-1.065988,6.6217017,0.7508776,-0.39721015,-0.17829849
-1.1492308,-0.1419321,8.971067,0.43662488,-0.20226692,-0.067511074
-4.170528,-2.1721,9.606468,-0.5061333,1.3764536,-0.42224383
-2.6625743,-1.070779,10.002919,-0.8107987,0.5423523,0.40227014
-4.1417823,-0.4910731,13.545833,-0.5913544,0.12476899,0.14873742
-3.2003593,-2.0139985,16.019762,-0.4347607,-0.28535748,0.20413113
-2.9937494,-1.3528465,12.901448,0.327968,-0.11704583,0.66752076
-2.2445633,-2.1625183,9.725643,0.41638488,0.4518049,0.6163881
-1.6732417,-0.7449938,6.4737806,0.53356385,0.34847432,0.88057345
-1.8798518,0.078451924,5.8048434,0.5559344,-0.49201858,0.35646382
-1.9133885,0.020960437,6.464199,0.61878496,-0.8062713,0.20093533
-1.9606992,0.75816894,7.672119,0.36738276,-0.7061366,0.18282585
-1.9032077,1.3282928,8.488977,-0.037417382,-0.6528734,0.07097318
-1.8505071,1.3666205,8.264401,-0.090680555,-0.45473436,-0.043010015
-1.6007786,1.309129,8.379384,-0.3580617,-0.44088593,-0.021704745
-0.8611745,0.84919715,7.700865,-0.5444828,0.23449114,0.02197106
-0.3233896,-1.5876034,11.101247,-0.16205321,0.6328997,0.2776343
-2.5469925,-0.9270502,14.142905,0.3428817,1.8068202,0.33409327
-2.095445,-4.9442677,17.013287,-0.67231447,-0.56232595,-1.2595409
-0.015570611,-3.6992178,16.712654,-0.04913528,-1.4646041,-0.7386271
0.58449674,-1.0132874,9.525022,0.78070503,0.57644075,-0.6044039
-0.058689225,1.1701913,5.647341,0.20013638,0.46458805,-0.7066692
-0.37609014,1.1749822,6.4019165,0.48669228,-0.34181643,-1.2829767
-0.4575364,0.83482426,7.0229445,0.6102629,-0.72744185,-1.4949642
-0.52940077,0.63420296,8.393158,0.37057856,-0.5324986,-1.5876421
-1.0534117,0.7773328,8.603361,0.23315956,0.029960537,-1.3117388
-1.2594229,0.8012876,9.233971,0.44727752,0.10879004,-1.0241177
-1.3845866,1.3570386,9.988546,0.4973449,0.22490376,-0.71625656
-1.2791855,1.5534679,11.488116,0.18309216,0.5274386,-0.73649657
-2.2589362,1.9121908,11.344986,-0.10346372,1.8313211,-0.5894902
-1.6624621,-1.8127784,14.539956,-0.74794817,-1.2291809,-1.4374399
-0.65396565,-1.7840327,10.657484,1.2504863,1.4861758,0.21691428
-1.6289254,0.91627055,8.933338,0.9287766,-0.20013638,-0.35193643
-0.9228581,-0.5916832,8.990829,0.49201858,-0.14154689,-0.67897236
-1.0570049,0.21259873,7.300221,0.52291125,0.6009418,-0.45952806
-2.0756822,1.1366546,5.8150244,0.150069,0.6147902,-0.43609226
-2.411648,1.9313545,6.0204363,-0.06404897,-0.12982899,-0.6033386
-2.320021,1.4720216,7.6104355,-0.32503852,-0.5143891,-0.9420924
-2.1235917,1.4097391,8.498559,-0.41771647,-0.33649012,-0.8813724
-2.1906652,-0.046112962,13.269753,-0.54874384,-1.0789788,-1.2765852
-1.9601003,-0.0029943483,13.990792,0.3226417,-0.17457005,-0.8952208
-0.24014673,-1.0803608,15.365797,0.3024017,-0.91599345,-1.853958
-0.15870045,-0.46232736,11.502489,0.663526,0.42730382,-1.7751285
-0.76415765,0.69169444,7.7871017,0.5655218,0.32077748,-1.9785938
-0.12995471,0.1934349,6.455216,1.0512819,0.282428,-1.8305222
-1.3115245,1.534304,5.5473294,0.9532777,0.35060486,-1.777259
-0.93184114,0.9258525,7.276266,0.60919756,-0.33542484,-1.898699
-1.162406,0.79170567,9.224988,0.56871754,-0.37377435,-1.2265178
-2.72845,2.443987,11.125201,0.27363956,-0.114915304,-0.7641934
-2.7667778,1.8115807,15.580791,-0.0981374,-0.17563532,-1.1167957
-1.6385074,-0.48149118,13.8901825,0.424907,-0.47497436,-1.0912293
-1.9840552,1.2420557,8.981248,0.90534085,0.32077748,-0.6970818
-1.9169817,0.8300333,7.5673165,-0.04913528,-0.327968,-1.2286483
-1.4318973,-0.11318636,6.946888,0.014780532,-0.32690275,-0.8547408
-1.5899988,0.54317474,6.18273,0.19587533,-0.18096164,-0.2624543
-1.5899988,1.3714114,6.1396117,0.09361003,-0.19587533,0.017710006
-1.3067335,1.8019987,8.498559,-0.07683213,-0.1735048,-0.06325002
-1.4989707,1.8594903,9.620841,-0.19933744,0.7500787,-0.01744369
-2.4212298,0.25571734,13.116443,-1.3221252,-0.18628795,-0.80680394
-2.3541565,-0.80727625,13.971628,-0.11731215,-1.0629998,-0.13568795
-0.9659767,-0.8503949,15.91017,-0.004394212,-0.74981236,-0.7567366
-0.36051953,-0.71145713,10.614366,0.6081323,-0.2406164,-0.7002776
-0.38926527,0.6437849,8.07396,0.6528734,-0.6752439,-0.7663239
-0.5096381,1.4432758,6.698357,0.7902924,-0.24381219,-0.97618085
-0.6054572,2.0798743,6.206685,0.6219807,0.25473115,-1.1902988
-0.4755025,2.1661115,7.181046,0.39294907,-0.31411958,-1.3362399
-0.11558184,1.5199311,10.313733,0.22037639,0.1769669,-0.8845682
-0.83123106,1.5151402,12.295392,0.31305432,1.7066853,-0.37963328
-1.8349366,1.7115694,14.501628,-0.33036485,1.6736622,-0.495747
-3.1075346,0.73481303,11.378523,0.10213214,0.11731215,-0.45207122
-2.3583486,-0.95579594,10.599993,1.3932315,-0.16285217,-0.039814223
-3.587828,1.9744732,8.685407,0.4302333,-0.6773744,-0.33063117
-1.7289367,0.7252311,8.236254,-0.006524739,-0.659265,-0.05366265
-1.1671969,2.10862,6.0252275,0.7370292,-1.4816484,-0.50639963
-0.24493769,0.7970955,5.198787,0.17883112,-1.5317158,-0.9932251
0.48029345,1.8259535,8.030842,-0.51998174,-0.8478166,-1.009204
-1.056406,2.549388,7.520006,-0.6648576,2.0582223,-0.24221429
-1.681027,0.8156604,9.1291685,-0.7862976,0.3346259,0.20093533
-0.9605869,1.1174908,13.293708,-0.440087,-0.99162716,-0.10692582
-0.2012202,0.7539769,14.086612,0.20972376,-0.9767135,-0.054727912
-0.35033873,1.2708014,13.308081,0.4004059,-0.46432173,-0.2390185
0.61024815,1.194146,13.207471,-0.6840323,-0.5591302,-0.91865665
0.37010142,0.5479657,9.009994,0.08189213,0.3378217,-1.2574104
0.63420296,0.6198301,6.1491933,0.023302639,-0.85633874,-0.4137217
0.19702812,1.1797732,5.7677135,0.26511747,0.3058638,0.0645816
1.4648352,-0.21319759,6.197103,0.30879328,-0.45260385,0.8475503
0.6192312,2.535015,10.184377,0.26831326,0.5103944,-0.6012081
0.047310703,2.9751844,11.3018675,0.074435286,0.28881958,-0.35619748
0.19163829,2.7260547,13.809335,-0.27816695,0.37936696,-0.6459492
-0.04850844,2.0607104,12.496014,-0.26644903,-0.4888228,-0.71838707
1.17618,-1.1899539,9.549575,1.0843052,0.10665951,-1.187103
1.8391286,0.54317474,10.060411,0.8680566,-0.43555963,-0.8025429
1.2432534,0.93064344,8.832728,1.1301115,0.6297039,-0.7215829
-0.840813,2.5398061,4.7358613,0.7391597,0.82677764,-0.13249215
-1.1198862,3.7459295,3.8375566,1.0661956,-0.53356385,-0.5053344
-0.8024853,3.6261556,6.067747,0.6858966,-0.857404,-0.5948165
-1.2636149,3.6213646,9.620841,-0.7213166,0.7873629,0.10506161
-1.6624621,6.3605943,11.058127,-0.97911036,0.480567,0.7133271
0.5755137,4.129206,15.948497,-1.1506177,-0.5974797,0.030493168
2.6841338,-0.80727625,14.26747,-1.8515612,-0.2693785,-1.1977557
3.4530823,-0.61084706,9.85979,0.4334291,-0.74768186,-2.3130865
1.804993,-0.08444062,6.449826,-0.20466375,-1.172722,-2.4025688
1.286372,0.4952652,5.189205,-0.17803216,-1.3357073,-2.1149476
1.4402815,0.9689711,7.218775,0.024367902,-0.99588823,-1.8347833
0.91207844,1.5055583,7.958977,-0.01291632,-0.41745013,-1.8305222
0.7060673,1.8403264,10.074784,-0.2121206,-0.13302478,-1.4235915
1.0372422,2.1038291,11.80372,0.07656582,-0.04673844,-1.150884
0.9941236,2.2092302,13.536849,-0.35167012,-0.074435286,-0.85687137
1.2103156,1.2803832,13.823708,-0.70427233,-0.3748396,-0.8355661
2.2571397,-0.8120672,14.726204,0.526107,-0.36205643,-0.68749446
1.1043156,0.7491859,10.10353,0.45793015,-0.49414912,-0.67364603
1.373807,0.3275817,9.205824,0.3013364,-0.3865575,-0.7684545
1.0228693,0.6198301,7.4625144,0.5175849,-0.25020376,-0.7087997
0.77793163,0.86357003,6.306696,0.3865575,-0.15433006,-0.63742703
0.062282443,1.5870045,5.829397,0.22996376,-0.15326479,-0.4637891
-0.12995471,2.0846653,6.431261,-0.2004027,-0.53356385,-0.29547748
0.8306322,2.429614,8.417711,-0.3783017,-0.35246906,-0.045140542
0.84500504,2.3673317,9.501666,-0.5391565,0.042743698,0.09547424
1.3252985,2.4631507,10.1131115,-0.0033289485,-0.075500555,0.19667427
3.7129917,1.8259535,13.312872,-0.34527853,-0.58469653,0.28402588
4.73107,-0.9030954,15.423288,-1.4116074,0.44967437,0.08482161
4.6927423,-0.50544596,10.667066,0.5282375,-0.027563693,0.12104057
4.639443,0.7635588,10.747913,0.72744185,-0.58469653,-0.5213133
3.8567204,0.67732155,9.1818695,-0.10559425,0.18655427,-0.78017235
2.848224,0.7252311,7.53917,0.15433006,0.21851218,-0.9665935
2.5937045,0.7773328,7.5864806,0.07763108,-0.09574056,-1.0720546
2.4877045,0.9545982,7.5295877,-0.0033289485,-0.027563693,-1.1583409
2.3391848,1.198937,7.548752,-0.0075900024,-0.04141212,-1.0582062
2.089456,1.8307445,7.620017,-0.18335849,-0.18309216,-1.0113345
2.012202,2.5398061,7.285848,-0.15566163,-0.21505007,-1.0123998
2.2954674,3.2003593,7.5631247,-0.5444828,-0.38549224,-1.0954903
2.8673878,2.3864956,8.336266,-0.8885629,-0.31411958,-0.988964
3.4339185,2.7308455,8.895011,-0.45819646,-0.35673013,-0.69601655
4.4621778,2.0319648,12.319347,-0.14607427,-0.54847753,-0.74075764
1.8684733,2.9751844,11.636636,0.6773744,0.06831002,-0.9111998
2.214021,1.3905753,12.992476,0.00519316,-0.643286,-0.98257244
3.1362803,0.69169444,13.818917,-0.4049333,-0.5101281,-1.2052125
2.1517386,0.6725306,10.10832,-0.31758168,0.27816695,-1.1551452
1.5510724,0.6677396,7.7110453,-0.08215845,0.113051094,-1.1956252
1.0468241,1.1126997,6.526481,0.2725743,0.19401112,-1.0635325
0.6096493,1.6636598,6.2258487,0.060586862,-0.033955276,-0.9623324
0.37429354,1.8594903,7.0995994,-0.500807,-0.15326479,-0.8089345
0.4413669,1.644496,8.212299,-1.0291777,-0.18309216,-0.73969233
0.3886664,1.5055583,9.8358345,-1.0717883,0.22170797,-0.5053344
0.50903916,1.9073998,11.736647,-1.5479611,0.6190513,-0.14953637
0.96537787,2.554179,12.787065,-3.1671617,2.833734,-0.31678274
-0.34614664,-1.300146,12.290602,-2.8177552,1.5149379,-1.4662021
1.0420332,-6.0737357,13.503312,1.4933664,0.06404897,-0.5436839
2.3577497,-2.4781225,11.197065,2.2145498,-0.6496776,-0.8408924
1.2007337,-1.9229704,8.31231,1.4241241,0.674445,-1.1189262
-0.043717485,0.006587566,5.858143,1.1982883,0.3697796,-1.1572757
-0.2305648,0.33237264,6.5121083,0.85633874,0.35380065,-1.3990905
-0.67732155,1.088745,6.8510685,0.5186502,0.9311735,-1.3106736
-1.667253,1.9361455,7.524797,-0.18975006,1.070723,-1.1689936
-2.8919415,2.4871056,9.262716,0.20439744,0.97804505,-0.5777723
-4.32324,2.783546,11.073099,0.40253645,0.54661334,-0.62677443
-4.635251,2.0798743,13.675188,-0.17590164,0.6233123,-1.0539451
-3.6650822,-1.9085976,13.794962,-0.5285039,0.5902892,-1.23504
-3.275817,-1.0899427,9.114796,1.3836441,0.1801627,-0.32743537
-2.963806,-0.35213536,8.608751,0.9085366,-0.56658703,-0.36898065
-2.944642,0.67732155,7.2379384,0.49521437,-0.47817016,-0.40413436
-3.0069244,0.70127636,5.5617023,0.5122586,-1.0598041,-0.42224383
-2.6080773,1.4720216,5.2419057,0.485627,-1.5860442,-0.10692582
-1.8732642,1.9888461,5.8868885,0.40253645,-2.1762002,-0.008921582
-0.951005,1.8355354,7.53917,0.15113427,-2.0249329,0.07097318
-0.47071153,1.8978179,9.439982,-0.25686166,-2.2624865,0.36285537
4.298686,0.5767115,15.604746,-0.42943436,-2.9463859,0.64088917
